srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,Label
448,59.166.0.0,63015,149.171.126.8,80,tcp,FIN,1.139635,19202,1087890,31,29,2,370,http,134421.9844,7626526.5,360,746,255,255,211600305,212649299,53,1458,1,524288,191.94616299999998,109.675146,1421927562,1421927563,3.173579,1.528988,0.000692,0.000535,0.000157,0,0,1,0,0,3,1,3,5,1,1,2,,0
449,59.166.0.6,24829,149.171.126.5,80,tcp,FIN,1.006888,1580,10168,31,29,3,5,http,11512.7002,76306.39844,12,18,255,255,451599048,452654795,132,565,1,3924,9540.304637000001,7683.757939,1421927562,1421927563,91.503182,59.195705000000004,0.000736,0.000556,0.00018,0,0,1,0,0,1,3,4,4,1,1,2,,0
450,59.166.0.0,4647,149.171.126.2,80,tcp,FIN,1.125969,1684,10168,31,29,3,5,http,11112.206059999999,68236.33594,14,18,255,255,871599172,3022182982,120,565,1,3924,8817.678579000001,7720.1538120000005,1421927563,1421927564,86.584462,66.204471,0.000697,0.000489,0.00020800000000000001,0,0,1,0,0,3,1,2,5,1,1,1,,0
451,175.45.176.1,7558,149.171.126.15,80,tcp,FIN,2.395836,1428,1426,254,252,4,2,http,4370.916504,4167.22998,12,8,255,255,2030017014,1670423488,119,178,0,0,21001.53169,823.289437,1421927563,1421927566,217.72727000000003,341.42456200000004,0.052773,0.005857,0.046916,0,1,0,0,0,2,2,1,1,1,1,1,DoS,1
452,175.45.176.0,52155,149.171.126.13,80,tcp,FIN,0.225714,1290,39472,62,252,2,15,http,42460.8125,1357895.375,14,34,255,255,2595431952,2025974446,92,1161,1,18663,944.30355,844.80024,1421927566,1421927566,17.362614999999998,6.619121000000001,0.05063,0.0067,0.043930000000000004,0,1,1,0,0,1,1,1,1,1,1,1,Generic,1
453,59.166.0.8,34220,149.171.126.1,80,tcp,FIN,1.005679,1580,10168,31,29,3,5,http,11526.54102,76398.13281,12,18,255,255,2313696159,165196161,132,565,1,3924,9529.828426,7675.175195000001,1421927565,1421927566,91.392729,59.129472,0.000594,0.00047400000000000003,0.00011999999999999999,0,0,1,0,0,2,1,2,4,1,1,1,,0
454,59.166.0.4,43787,149.171.126.0,80,tcp,FIN,1.0069290000000002,1684,10168,31,29,3,5,http,12425.90039,76303.28906,14,18,255,255,2011599021,4158016370,120,565,1,3924,8766.011841,7674.74574,1421927565,1421927566,77.427844,59.198471,0.000725,0.000552,0.000173,0,0,1,0,0,1,1,4,1,1,1,1,,0
455,175.45.176.1,44695,149.171.126.15,80,tcp,FIN,0.5129600000000001,1708,115690,62,252,2,44,http,25436.67969,1784669.25,22,92,255,255,3502303690,2179247773,78,1258,1,55622,1223.6130130000001,685.918154,1421927568,1421927568,24.426667000000002,5.401351999999999,0.062523,0.016525,0.045998000000000004,0,1,1,0,0,2,2,1,1,1,1,1,Generic,1
456,59.166.0.8,25794,149.171.126.9,80,tcp,FIN,1.006084,1580,10168,31,29,3,5,http,11521.90137,76367.38281,12,18,255,255,3753696869,1605161557,132,565,1,3924,9530.099692,7677.3150909999995,1421927567,1421927568,91.431088,59.148939,0.000685,0.0005480000000000001,0.00013700000000000002,0,0,1,0,0,2,1,2,5,1,1,1,,0
457,59.166.0.7,56486,149.171.126.8,80,tcp,FIN,1.1069790000000002,1580,10168,31,29,3,5,http,10471.74316,69406.91406,12,18,255,255,3873696381,3874682014,132,565,1,3924,9581.745314,7715.703634,1421927568,1421927569,100.602638,65.083706,0.000725,0.000553,0.000172,0,0,1,0,0,1,1,3,1,1,1,1,,0
458,59.166.0.9,41708,149.171.126.2,80,tcp,FIN,1.106926,1580,10168,31,29,3,5,http,10472.24512,69410.24219,12,18,255,255,4169508917,2025256630,132,565,1,0,10348.01065,8335.166423,1421927568,1421927569,100.597274,65.07959,0.000709,0.0005690000000000001,0.00014,0,0,1,0,0,2,1,8,2,1,1,1,,0
459,59.166.0.0,58116,149.171.126.7,80,tcp,FIN,1.031795,1580,10168,31,29,3,5,http,11234.79004,74464.40625,12,18,255,255,2622023757,477661104,132,565,1,3924,9533.843103,7678.294873999999,1421927569,1421927570,93.767545,60.660996999999995,0.0006730000000000001,0.0005549999999999999,0.000118,0,0,1,0,0,1,1,3,2,1,1,1,,0
460,59.166.0.9,41341,149.171.126.6,80,tcp,FIN,1.0047620000000002,1580,10168,31,29,3,4,http,11537.05957,76467.85938,12,18,255,255,2262017790,117686783,132,565,1,0,9524.703347,7674.429212000001,1421927569,1421927570,91.307366,59.069880000000005,0.000741,0.00057,0.000171,0,0,1,0,0,2,1,1,3,1,1,1,,0
461,59.166.0.5,63600,149.171.126.1,80,tcp,FIN,1.005792,1580,10168,31,29,3,5,http,11525.24512,76389.54688,12,18,255,255,296631818,297667176,132,565,1,3924,9529.941137,7674.731833,1421927569,1421927570,91.401818,59.131703,0.000667,0.0005480000000000001,0.00011899999999999999,0,0,1,0,0,3,2,1,1,1,1,1,,0
462,59.166.0.0,33675,149.171.126.4,80,tcp,FIN,1.004729,1580,10168,31,29,3,5,http,11537.43945,76470.36719,12,18,255,255,836631851,2983025372,132,565,1,3924,9524.562133,7674.719676999999,1421927570,1421927571,91.304817,59.069415,0.0006900000000000001,0.000545,0.000145,0,0,1,0,0,4,3,1,4,1,1,1,,0
463,59.166.0.2,38246,149.171.126.2,80,tcp,FIN,1.052034,1684,10168,31,29,3,5,http,11893.15137,73031.85938,14,18,255,255,3282019146,3287251458,120,565,1,3924,8902.097434000001,7793.619468000001,1421927570,1421927571,80.898536,61.856235,0.00057,0.00047300000000000006,9.7e-05,0,0,1,0,0,4,2,3,2,1,1,2,,0
464,175.45.176.3,43875,149.171.126.13,80,tcp,FIN,0.18773299999999998,958,268,254,252,2,1,http,36775.63281,9545.47168,10,6,255,255,1305046280,886028512,96,45,1,0,1031.183679,61.591641,1421927571,1421927571,19.299111,36.204198999999996,0.052364999999999995,0.0067079999999999996,0.045656999999999996,0,1,1,0,0,1,1,1,1,1,1,1,Reconnaissance,1
465,59.166.0.2,20138,149.171.126.4,80,tcp,FIN,1.159943,1684,10168,31,29,3,5,http,10786.737309999999,66237.74219,14,18,255,255,1496631350,1497664379,120,565,1,3924,8853.209262999999,7751.989895000001,1421927571,1421927572,89.197613,68.197353,0.00074,0.000584,0.000156,0,0,1,0,0,4,3,2,3,1,1,1,,0
466,59.166.0.0,58603,149.171.126.6,80,tcp,FIN,1.2579719999999999,1684,10168,31,29,3,5,http,9946.166992,61076.08203,14,18,255,255,3706213018,1584075634,120,565,1,3924,9066.972362,7939.1776629999995,1421927571,1421927572,96.740385,73.96535300000001,0.0007070000000000001,0.000557,0.00015,0,0,1,0,0,4,2,2,6,1,1,1,,0
467,59.166.0.3,50867,149.171.126.1,80,tcp,FIN,1.2472020000000001,1684,10168,31,29,3,5,http,10032.05566,61603.49219,14,18,255,255,3822023648,1749597591,120,565,1,3924,8918.7514,7809.368138,1421927571,1421927572,95.911462,73.331824,0.000712,0.000557,0.000155,0,0,1,0,0,3,2,5,1,1,1,1,,0
468,59.166.0.4,47677,149.171.126.8,80,tcp,FIN,1.160004,1684,10168,31,29,3,5,http,10786.16992,66234.25,14,18,255,255,4126212089,2039394663,120,565,1,3924,8834.135621,7737.985383,1421927572,1421927573,89.203772,68.205412,0.000646,0.000508,0.000138,0,0,1,0,0,1,3,5,6,1,1,4,,0
469,59.166.0.5,34339,149.171.126.7,80,tcp,FIN,1.131211,1580,10168,31,29,3,5,http,10247.424809999999,67920.13281,12,18,255,255,249148380,250152810,132,565,1,3924,10571.05299,8513.134383,1421927572,1421927573,102.800635,66.50865,0.0007160000000000001,0.0005610000000000001,0.000155,0,0,1,0,0,3,2,1,3,1,1,1,,0
470,59.166.0.9,44053,149.171.126.6,80,tcp,FIN,1.0203879999999999,1580,10168,31,29,3,5,http,11360.38477,75296.84375,12,18,255,255,2218727996,70182896,132,565,1,3924,9549.921841,7723.624387000001,1421927572,1421927573,92.730456,59.991588,0.000679,0.0005269999999999999,0.000152,0,0,1,0,0,1,2,4,1,1,1,1,,0
471,59.166.0.3,57284,149.171.126.3,80,tcp,FIN,1.43313,1684,10168,31,29,3,5,http,8730.541016,53611.32422,14,18,255,255,3946212791,3943057315,120,565,0,0,9615.609018000001,8420.003793,1421927571,1421927573,110.213844,84.269588,0.000684,0.000542,0.00014199999999999998,0,0,0,0,0,3,1,2,2,1,1,1,,0
472,175.45.176.1,31262,149.171.126.12,80,tcp,FIN,0.22430799999999998,758,7844,62,252,2,4,http,24359.36328,256468.7813,10,12,255,255,2584186615,2018590347,76,654,1,3444,1191.027606,1558.438744,1421927573,1421927573,24.923111,19.771546,0.049897000000000004,0.006084,0.043813,0,1,1,0,0,1,1,1,1,1,1,1,Exploits,1
473,59.166.0.2,25696,149.171.126.4,80,tcp,FIN,1.171589,18994,1087890,31,29,2,370,http,129335.4531,7418519.5,356,746,255,255,609148354,610245227,53,1458,1,524288,184.709879,113.59401799999999,1421927573,1421927574,3.299318,1.57186,0.0007,0.000549,0.000151,0,0,1,0,0,4,3,1,2,1,1,1,,0
474,59.166.0.8,16012,149.171.126.8,80,tcp,FIN,1.532134,1684,10168,31,29,3,5,http,8166.387206999999,50147.04688,14,18,255,255,309147779,369040964,120,565,1,3924,10470.28089,9163.569741,1421927573,1421927574,117.826769,90.08994100000001,0.000758,0.0006,0.00015800000000000002,0,0,1,0,0,1,3,1,2,1,1,1,,0
475,59.166.0.5,50614,149.171.126.8,80,tcp,FIN,1.616929,1684,10168,31,29,3,5,http,7738.125488,47517.23828,14,18,255,255,2938729362,2939779629,120,565,1,3924,12713.5779,11126.448390000001,1421927573,1421927575,124.35268799999999,95.081176,0.0007019999999999999,0.000545,0.000157,0,0,1,0,0,3,3,6,3,1,1,3,,0
476,59.166.0.0,47614,149.171.126.2,80,tcp,FIN,1.40247,1684,10168,31,29,3,5,http,8921.40332,54783.34766,14,18,255,255,3054534711,947822331,120,565,0,0,9186.984078,8045.0565480000005,1421927573,1421927575,107.855228,82.46376500000001,0.000755,0.0005769999999999999,0.000178,0,0,0,0,0,4,2,2,3,2,1,1,,0
477,59.166.0.3,52869,149.171.126.9,80,tcp,FIN,1.940913,1684,10168,31,29,3,5,http,6446.450684,39585.49609,14,18,255,255,2998729840,3023774967,120,565,0,0,11210.7545,9812.323359,1421927573,1421927575,149.27131200000002,114.13829399999999,0.000701,0.000557,0.000144,0,0,0,0,0,3,2,2,1,1,1,1,,0
478,59.166.0.2,3801,149.171.126.9,80,tcp,FIN,1.409024,1684,10168,31,29,3,5,http,8879.905273,54528.52344,14,18,255,255,1029146718,1061946336,120,565,1,3924,9007.349599,7884.265969,1421927574,1421927575,108.359998,82.831647,0.0010279999999999998,0.0008820000000000001,0.000146,0,0,1,0,0,4,2,2,3,1,1,1,,0
479,59.166.0.0,3466,149.171.126.7,80,tcp,FIN,1.7337330000000002,1684,10168,31,29,3,5,http,7216.797363,44315.93359,14,18,255,255,969148255,3188179547,120,565,1,3924,9762.940848999999,8549.376128,1421927574,1421927575,133.337923,101.953176,0.000651,0.000524,0.000127,0,0,1,0,0,4,2,1,3,2,1,1,,0
480,59.166.0.8,16842,149.171.126.0,80,tcp,FIN,1.411037,1684,10168,31,29,3,5,http,8867.237305,54450.734379999994,14,18,255,255,3538729866,1472969169,120,565,0,0,9031.169832,7908.147151,1421927574,1421927576,108.44438500000001,82.969706,0.000686,0.000547,0.000139,0,0,0,0,0,1,1,1,2,1,1,1,,0
481,59.166.0.5,5610,149.171.126.8,80,tcp,FIN,1.761665,1684,10168,31,29,3,5,http,7102.37207,43613.28516,14,18,255,255,3234533313,3292718645,120,565,1,3924,9659.578582,8455.752788,1421927574,1421927576,135.485389,103.591706,0.000749,0.000601,0.000148,0,0,1,0,0,1,1,2,3,1,1,2,,0
482,59.166.0.3,58556,149.171.126.5,80,tcp,FIN,1.005686,1684,10168,31,29,3,5,http,12441.25879,76397.60156,14,18,255,255,2707051160,562695239,120,565,1,3924,8765.736659999999,7674.446562,1421927576,1421927577,77.33407700000001,59.124353,0.0006900000000000001,0.0005679999999999999,0.000122,0,0,1,0,0,2,1,5,2,1,1,2,,0
483,59.166.0.3,50698,149.171.126.2,80,tcp,FIN,1.005888,1684,10168,31,29,3,5,http,12438.76074,76382.26563,14,18,255,255,2951246852,802699408,120,565,1,3924,8765.616034,7674.102037000001,1421927577,1421927578,77.348846,59.138059,0.000667,0.000537,0.00013000000000000002,0,0,1,0,0,2,1,3,3,1,1,1,,0
484,59.166.0.1,54739,149.171.126.9,80,tcp,FIN,1.004832,1580,10168,31,29,3,5,http,11536.25684,76462.53125,12,18,255,255,741663694,2892241236,132,565,1,3924,9529.776483,7674.7428469999995,1421927577,1421927578,91.315634,59.075233,0.000685,0.000549,0.000136,0,0,1,0,0,1,1,5,4,1,1,1,,0
485,175.45.176.2,41045,149.171.126.13,80,tcp,FIN,0.18423699999999998,804,6868,62,252,2,4,http,31437.76758,273387.0,10,12,255,255,2898231243,3211197766,80,572,1,2946,1020.28716,1099.356107,1421927578,1421927578,20.470778,13.996273,0.046560000000000004,0.029523,0.017037,0,1,1,0,0,1,1,1,1,1,1,1,Exploits,1
486,59.166.0.2,13137,149.171.126.4,80,tcp,FIN,1.080069,1684,10168,31,29,3,5,http,11584.44531,71136.20313,14,18,255,255,3487051046,3492345567,120,565,1,3924,9267.921945,8114.319640000001,1421927578,1421927579,83.053772,63.5,0.0007030000000000001,0.0005650000000000001,0.000138,0,0,1,0,0,1,2,2,1,1,1,1,,0
487,59.166.0.1,62127,149.171.126.4,80,tcp,FIN,1.006399,1580,10168,31,29,3,5,http,11518.29395,76343.47656,12,18,255,255,3847051251,3848087862,132,565,1,3924,9529.943878,7674.542769,1421927578,1421927579,91.455364,59.166706999999995,0.000701,0.0005610000000000001,0.00014,0,0,1,0,0,1,2,2,1,1,1,1,,0
488,59.166.0.0,3644,149.171.126.1,80,tcp,FIN,1.03375,1580,10168,31,29,3,5,http,11213.54199,74323.57813,12,18,255,255,2121664532,2140160840,132,565,1,3924,9533.01432,7677.528278,1421927579,1421927580,93.94309100000001,60.779355,0.000633,0.0004969999999999999,0.000136,0,0,1,0,0,1,1,4,3,1,1,1,,0
489,59.166.0.3,29630,149.171.126.8,80,tcp,FIN,1.312181,1684,10168,31,29,3,5,http,9535.269531,58552.89844,14,18,255,255,4027051314,4028000140,120,565,1,3924,9038.202607,7911.725811,1421927579,1421927580,100.90984399999999,77.15547099999999,0.000668,0.000534,0.000134,0,0,1,0,0,1,1,1,1,1,1,1,,0
490,59.166.0.6,30466,149.171.126.3,80,tcp,FIN,1.159672,1684,10168,31,29,3,5,http,10789.25781,66253.21875,14,18,255,255,4087050413,2009434293,120,565,1,3924,8836.107456,7738.198239,1421927579,1421927580,89.176462,68.188,0.000617,0.000472,0.000145,0,0,1,0,0,1,1,4,3,1,1,1,,0
491,59.166.0.4,35875,149.171.126.0,80,tcp,FIN,1.153944,1684,10168,31,29,3,5,http,10842.813479999999,66582.08594,14,18,255,255,2539567647,395237491,120,565,1,3924,8853.523838,7752.674006,1421927580,1421927581,88.736998,67.845235,0.0007070000000000001,0.000571,0.000136,0,0,1,0,0,1,1,3,2,1,1,1,,0
492,175.45.176.1,29636,149.171.126.13,80,tcp,FIN,2.447321,1462,268,254,252,6,1,http,4439.139647999999,732.2292480000001,14,6,255,255,793864994,3781320516,104,45,1,0,18853.12164,947.000625,1421927581,1421927583,188.255457,482.99681200000003,0.045208,0.016623,0.028585000000000003,0,1,1,0,0,1,1,1,1,1,1,1,Exploits,1
493,175.45.176.2,52913,149.171.126.15,80,tcp,FIN,0.252831,1178,3254,62,252,3,3,http,34173.02344,92678.50781,12,10,255,255,3632469732,3842385859,98,325,2,154,1122.430191,38.931168,1421927583,1421927583,22.984636,25.897889000000003,0.03532,0.016194999999999998,0.019125,0,1,1,0,0,1,1,1,1,1,1,1,Exploits,1
494,59.166.0.4,28541,149.171.126.7,80,tcp,FIN,0.004069,1042,824,31,29,2,2,http,1793069.5,1458835.125,8,10,255,255,826698009,2977317788,130,82,1,83,32.97249,0.7107,1421927584,1421927584,0.529429,0.390667,0.0007030000000000001,0.000549,0.000154,0,0,1,0,0,2,2,2,2,1,1,1,,0
495,175.45.176.1,34733,149.171.126.14,80,tcp,FIN,0.19871,886,5004,62,252,2,3,http,32127.2207,181329.5781,10,10,255,255,205888735,1256278335,89,500,1,2048,1156.28034,1402.140936,1421927584,1421927584,22.078889,20.381667,0.024805,0.014586000000000002,0.010218999999999999,0,1,1,0,0,1,1,1,1,1,1,1,Exploits,1
496,59.166.0.5,1935,149.171.126.0,80,tcp,FIN,0.013028999999999999,1058,822,31,29,2,2,http,568577.8125,454371.0313,8,10,255,255,3636283733,1493117628,132,82,1,82,113.380278,2.42212,1421927585,1421927585,1.811,1.395889,0.000599,0.00046399999999999995,0.000135,0,0,1,0,0,1,2,2,5,1,1,1,,0
497,59.166.0.7,8194,149.171.126.3,80,tcp,FIN,1.078144,1684,10168,31,29,3,5,http,11605.12891,71263.21094,14,18,255,255,3452082662,3453643660,120,565,1,3924,9195.868621,8051.276870999999,1421927585,1421927586,82.906382,63.393176000000004,0.000597,0.00045599999999999997,0.00014099999999999998,0,0,1,0,0,3,1,3,6,3,1,1,,0
498,59.166.0.6,2932,149.171.126.6,80,tcp,FIN,1.009779,1684,10168,31,29,3,5,http,12390.83008,76087.9375,14,18,255,255,3272082748,1127796038,120,565,1,3924,8761.799544,7676.767512,1421927585,1421927586,77.648615,59.367647,0.0006580000000000001,0.000525,0.000133,0,0,1,0,0,1,1,1,3,1,1,1,,0
499,59.166.0.7,13050,149.171.126.7,80,tcp,FIN,1.008074,1684,10168,31,29,3,5,http,12411.78711,76216.625,14,18,255,255,3576278234,3577315115,120,565,1,3924,8761.222142,7674.668105,1421927585,1421927586,77.517156,59.269588,0.000624,0.00049,0.000134,0,0,1,0,0,3,2,7,6,3,1,2,,0
500,59.166.0.3,10577,149.171.126.5,80,tcp,FIN,1.028875,1580,10168,31,29,3,5,http,11266.674809999999,74675.74219,12,18,255,255,1366696763,1367772284,132,565,1,3924,9583.654629,7722.71312,1421927585,1421927586,93.502001,60.480528,0.00088,0.000705,0.000175,0,0,1,0,0,1,2,5,1,1,1,1,,0
501,59.166.0.7,8109,149.171.126.5,80,tcp,FIN,1.009951,1684,10168,31,29,3,5,http,12388.719729999999,76074.97656,14,18,255,255,1246697810,3397245697,120,565,1,3924,8761.37996,7675.714257,1421927585,1421927586,77.655923,59.380176,0.000618,0.00048499999999999997,0.000133,0,0,1,0,0,3,2,5,6,3,1,2,,0
502,59.166.0.4,36491,149.171.126.2,80,tcp,FIN,1.124083,1580,10168,31,29,3,5,http,10312.405270000001,68350.82031,12,18,255,255,1546697861,3697849565,132,565,1,3924,9890.453109,7964.818748000001,1421927585,1421927586,102.156818,66.09105699999999,0.0006580000000000001,0.00053,0.000128,0,0,1,0,0,2,1,1,7,1,1,1,,0
503,59.166.0.8,52233,149.171.126.0,80,tcp,FIN,1.178078,1684,10168,31,29,3,5,http,10620.688479999999,65218.08984,14,18,255,255,2086697459,2087656262,120,565,1,3924,8929.212034999999,7821.841587999999,1421927586,1421927587,90.595308,69.266,0.000685,0.000551,0.000134,0,0,1,0,0,1,2,4,1,1,1,1,,0
504,59.166.0.7,57262,149.171.126.8,80,tcp,FIN,1.007817,1684,10168,31,29,3,5,http,12414.95215,76236.0625,14,18,255,255,4052086147,4053152047,120,565,1,3924,8766.131897,7676.300614,1421927586,1421927587,77.420998,59.253412,0.000641,0.000505,0.000136,0,0,1,0,0,1,1,3,1,1,1,1,,0
505,175.45.176.1,46673,149.171.126.13,80,tcp,FIN,0.475653,826,2188,62,252,2,2,http,12513.32422,33133.39844,10,10,255,255,297053769,255967441,83,219,1,622,3458.8459399999997,96.653875,1421927587,1421927587,52.850333,47.516555,0.091769,0.047272,0.044497,0,1,1,0,0,2,1,1,2,1,1,1,DoS,1
506,59.166.0.0,12305,149.171.126.2,80,tcp,FIN,1.007676,1684,10168,31,29,3,5,http,12416.68945,76246.72656,14,18,255,255,2504600027,360257022,120,565,1,3924,8769.219527,7681.545993000001,1421927587,1421927588,77.484462,59.242472,0.000688,0.000551,0.00013700000000000002,0,0,1,0,0,1,1,2,2,1,1,1,,0
507,59.166.0.4,34605,149.171.126.1,80,tcp,FIN,1.01298,1684,10168,31,29,3,5,http,12351.67578,75847.5,14,18,255,255,2628793636,2626076187,120,565,1,3924,8765.652397,7674.788782,1421927587,1421927588,77.895385,59.556941,0.0006320000000000001,0.000504,0.000128,0,0,1,0,0,1,2,1,3,1,1,1,,0
508,59.166.0.2,59170,149.171.126.0,80,tcp,FIN,1.101925,1684,10168,31,29,3,5,http,11354.674809999999,69725.25,14,18,255,255,2684605628,2685624755,120,565,1,3924,8806.710817000001,7710.535234999999,1421927587,1421927588,84.734921,64.789765,0.000629,0.000496,0.000133,0,0,1,0,0,1,3,3,4,1,1,1,,0
509,59.166.0.3,28841,149.171.126.0,80,tcp,FIN,1.009866,1684,10168,31,29,3,5,http,12389.7627,76081.38281,14,18,255,255,899213937,900224794,120,565,1,3924,8766.404504,7675.80855,1421927588,1421927589,77.654615,59.374824,0.000634,0.00049,0.000144,0,0,1,0,0,2,3,2,3,1,1,1,,0
510,59.166.0.5,49079,149.171.126.3,80,tcp,FIN,1.102566,1684,10168,31,29,3,5,http,11348.07324,69684.71875,14,18,255,255,1199213999,1200304182,120,565,1,3924,8807.043937,7710.6464430000005,1421927588,1421927589,84.786151,64.826824,0.000657,0.000504,0.000153,0,0,1,0,0,2,2,3,6,1,1,1,,0
511,59.166.0.6,23436,149.171.126.1,80,tcp,FIN,1.0056370000000001,1580,10168,31,29,3,5,http,11527.02148,76401.32031,12,18,255,255,3944600850,1800291691,132,565,1,0,9537.802593,7682.206095999999,1421927589,1421927590,91.390183,59.122882,0.0007059999999999999,0.000542,0.000164,0,0,1,0,0,1,2,3,3,1,1,2,,0
512,59.166.0.9,8343,149.171.126.0,80,tcp,FIN,1.005657,1580,10168,31,29,3,5,http,11526.79297,76399.8125,12,18,255,255,251730580,252790730,132,565,1,0,9533.475029000001,7681.684881,1421927590,1421927591,91.391729,59.123886,0.000698,0.000543,0.000155,0,0,1,0,0,1,3,2,2,1,1,1,,0
513,59.166.0.3,29584,149.171.126.3,80,tcp,FIN,1.004664,1580,10168,31,29,3,5,http,11538.186520000001,76475.32031,12,18,255,255,4188794192,2040228024,132,565,1,3924,9528.499368,7674.750899,1421927590,1421927591,91.302274,59.066644999999994,0.000666,0.0005269999999999999,0.000139,0,0,1,0,0,2,2,3,4,1,1,2,,0
514,175.45.176.1,50882,149.171.126.17,80,tcp,FIN,0.190429,844,268,254,252,2,1,http,31927.910160000003,9410.331055,10,6,255,255,1249180911,1270801201,84,45,1,0,1002.430732,57.107569999999996,1421927591,1421927591,18.951778,35.256199,0.057859,0.014138,0.043720999999999996,0,1,1,0,0,2,1,1,1,1,1,1,Reconnaissance,1
515,59.166.0.5,58781,149.171.126.9,80,tcp,FIN,1.004637,1580,10168,31,29,3,5,http,11538.49609,76477.375,12,18,255,255,731730831,732780673,132,565,1,0,9528.687192,7674.5903260000005,1421927591,1421927592,91.299088,59.064468000000005,0.0006799999999999999,0.000534,0.000146,0,0,1,0,0,2,1,3,2,1,1,2,,0
516,59.166.0.0,40764,149.171.126.7,80,tcp,FIN,1.0059559999999999,1580,10168,31,29,3,5,http,11523.36621,76377.09375,12,18,255,255,2577116394,2582377254,132,565,1,3924,9530.749515000001,7674.716975,1421927591,1421927592,91.404365,59.142292000000005,0.000678,0.00053,0.000148,0,0,1,0,0,1,2,1,1,1,1,1,,0
517,59.166.0.9,30248,149.171.126.1,80,tcp,FIN,1.166627,19514,1087890,31,29,2,370,http,133451.3906,7450072.5,366,746,255,255,3117117413,3118154303,53,1458,1,524288,178.825895,110.51017399999999,1421927591,1421927593,3.195353,1.565291,0.000605,0.000478,0.000127,0,0,1,0,0,2,4,1,2,1,1,1,,0
518,175.45.176.1,57689,149.171.126.12,80,tcp,FIN,0.242588,800,6188,62,252,2,3,http,23743.96094,183685.9219,10,10,255,255,3353430287,1590280230,80,619,1,2654,1282.141684,1802.2731899999999,1421927593,1421927593,26.954221999999998,25.283110999999998,0.061862,0.014299000000000001,0.047563,0,1,1,0,0,1,1,1,1,1,1,1,Exploits,1
519,175.45.176.0,50753,149.171.126.15,80,tcp,FIN,0.180104,1170,268,254,252,2,1,http,46772.97656,9949.806641,10,6,255,255,1864973066,1807433164,117,45,1,0,991.174718,60.053883,1421927594,1421927594,18.468222,34.819602,0.05198200000000001,0.0060030000000000005,0.045979,0,1,1,0,0,1,1,1,1,1,1,1,Exploits,1
520,59.166.0.9,24278,149.171.126.1,80,tcp,FIN,1.008368,1684,10168,31,29,3,5,http,12408.16797,76194.40625,14,18,255,255,1931729055,4078172589,120,565,1,3924,8775.374929000001,7683.894023999999,1421927593,1421927594,77.536613,59.284353,0.000682,0.0005269999999999999,0.000155,0,0,1,0,0,2,4,5,1,1,1,1,,0
521,59.166.0.6,18660,149.171.126.1,80,tcp,FIN,1.006967,1580,10168,31,29,3,5,http,11511.79785,76300.42188,12,18,255,255,3841311426,1692747836,132,565,1,3924,9539.611823000001,7683.498769,1421927593,1421927594,91.507639,59.202057999999994,0.000684,0.000525,0.00015900000000000002,0,0,1,0,0,3,4,5,6,2,1,1,,0
522,59.166.0.6,43206,149.171.126.8,80,tcp,FIN,0.0038469999999999997,1042,824,31,29,2,2,http,1896542.75,1543020.5,8,10,255,255,2349633126,2355616417,130,82,1,83,32.048687,0.6662020000000001,1421927594,1421927594,0.495,0.37388899999999997,0.000604,0.000478,0.000126,0,0,1,0,0,3,1,6,6,2,1,5,,0
523,59.166.0.2,7064,149.171.126.0,80,tcp,FIN,1.018118,1684,10168,31,29,3,5,http,12289.3418,75464.72656,14,18,255,255,2413827414,2415437076,120,565,1,3924,8765.926175,7675.810634,1421927594,1421927595,78.288382,59.841235,0.0009630000000000001,0.000808,0.000155,0,0,1,0,0,2,1,3,2,2,1,1,,0
524,59.166.0.3,56319,149.171.126.5,80,tcp,FIN,0.01511,1058,822,31,29,2,2,http,490271.3438,391793.5,8,10,255,255,924246562,3077258352,132,82,1,82,123.647853,2.809518,1421927595,1421927595,2.107714,1.621222,0.0006580000000000001,0.000512,0.000146,0,0,1,0,0,1,1,1,6,1,1,1,,0
525,59.166.0.6,63503,149.171.126.4,80,tcp,FIN,1.104008,1684,10168,31,29,3,5,http,11333.25195,69593.70313,14,18,255,255,444251454,446651817,120,565,1,3924,8892.717881999999,7787.718947,1421927594,1421927595,84.896231,64.827235,0.002141,0.001943,0.000198,0,0,1,0,0,3,1,8,4,1,1,4,,0
526,59.166.0.2,61722,149.171.126.1,80,tcp,FIN,1.8005689999999999,18786,1087890,31,29,2,370,http,83231.46094,4827060.5,352,746,255,255,4021311270,1872777943,53,1458,1,524288,276.681693,150.154412,1421927593,1421927595,5.1288,2.416173,0.000668,0.000513,0.000155,0,0,1,0,0,2,4,1,2,2,1,1,,0
