srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,Label
175.45.176.1,65021,149.171.126.10,3223857,udp,INT,0.000006,168,0,254,0,0,0,-,112000000,0,2,0,0,0,0,0,84,0,0,0,0,0,1421928325,1421928325,0.006,0,0,0,0,0,2,0,0,0,7,3,2,3,1,1,1,Reconnaissance,1
175.45.176.3,20665,149.171.126.16,13881,udp,INT,0.000008,2642,0,254,0,0,0,-,1321000064,0,2,0,0,0,0,0,1321,0,0,0,0,0,1421928326,1421928326,0.008,0,0,0,0,0,2,0,0,0,3,2,1,1,1,1,1, Fuzzers,1
175.45.176.0,32949,149.171.126.10,3486256,udp,INT,0.000007,104,0,254,0,0,0,-,59428572,0,2,0,0,0,0,0,52,0,0,0,0,0,1421928326,1421928326,0.007,0,0,0,0,0,2,0,0,0,5,4,1,1,1,1,1, Fuzzers,1
175.45.176.1,17456,149.171.126.17,3225401,tcp,FIN,0.728726,976,354,254,252,2,1,-,9649.716797,3403.199463,10,8,255,255,2715758905,822268196,98,44,0,0,4712.518285,123.59975,1421928325,1421928326,80.860667,90.383289,0.132104,0.096039,0.036065,0,1,0,0,0,4,4,2,2,2,2,2, Fuzzers,1
175.45.176.1,17456,149.171.126.17,3225401,tcp,FIN,0.728726,976,354,254,252,2,1,-,9649.716797,3403.199463,10,8,255,255,2715758905,822268196,98,44,0,0,4712.518285,123.59975,1421928325,1421928326,80.860667,90.383289,0.132104,0.096039,0.036065,0,1,0,0,0,4,4,2,2,2,2,2, Fuzzers,1
175.45.176.0,29856,149.171.126.10,3486256,udp,INT,0.000011,104,0,254,0,0,0,-,37818180,0,2,0,0,0,0,0,52,0,0,0,0,0,1421928327,1421928327,0.011,0,0,0,0,0,2,0,0,0,5,4,1,1,1,1,1, Fuzzers,1
175.45.176.3,1026,149.171.126.16,13881,udp,INT,0.00001,2898,0,254,0,0,0,-,1159200000,0,2,0,0,0,0,0,1449,0,0,0,0,0,1421928327,1421928327,0.01,0,0,0,0,0,2,0,0,0,3,2,1,1,1,1,1, Fuzzers,1
175.45.176.3,1026,149.171.126.16,13881,udp,INT,0.00001,2898,0,254,0,0,0,-,1159200000,0,2,0,0,0,0,0,1449,0,0,0,0,0,1421928327,1421928327,0.01,0,0,0,0,0,2,0,0,0,3,2,1,1,1,1,1, Fuzzers,1
175.45.176.0,28732,149.171.126.10,3486256,udp,INT,0.000007,104,0,254,0,0,0,-,59428572,0,2,0,0,0,0,0,52,0,0,0,0,0,1421928328,1421928328,0.007,0,0,0,0,0,2,0,0,0,5,4,1,2,1,1,1, Fuzzers,1
175.45.176.1,43589,149.171.126.13,14384,tcp,FIN,0.630359,1582,268,254,252,2,1,http,18072.24219,2842.824463,10,6,255,255,2164391053,612381010,158,45,1,0,4020.770706,186.732438,1421928328,1421928328,67.401111,110.464797,0.121889,0.078029,0.04386,0,1,1,0,0,1,1,1,1,1,1,1,Backdoors,1
175.45.176.3,49512,149.171.126.12,3225401,tcp,FIN,2.780483,136380,136406,254,252,54,55,-,389328.0313,389402.8438,128,128,255,255,3532791795,2394871317,1065,1066,0,0,2007.034539,1991.789902,1421928326,1421928328,21.887283,21.360103,0.135252,0.067746,0.067506,0,1,0,0,0,3,2,2,1,1,1,1, Fuzzers,1
175.45.176.0,61714,149.171.126.12,2.16E+11,tcp,FIN,0.709353,65743,526,254,252,25,1,-,728212.875,5447.217285,56,12,255,255,4217312723,4143696174,1174,44,0,0,1217.660726,71.888914,1421928327,1421928328,12.087528,56.334,0.135405,0.089668,0.045737,0,1,0,0,0,5,2,2,2,1,1,1,Exploits,1
175.45.176.0,32184,149.171.126.10,3486256,udp,INT,0.000002,104,0,254,0,0,0,-,208000000,0,2,0,0,0,0,0,52,0,0,0,0,0,1421928329,1421928329,0.002,0,0,0,0,0,2,0,0,0,4,5,2,2,2,2,2, Fuzzers,1
175.45.176.0,32184,149.171.126.10,3486256,udp,INT,0.000002,104,0,254,0,0,0,-,208000000,0,2,0,0,0,0,0,52,0,0,0,0,0,1421928329,1421928329,0.002,0,0,0,0,0,2,0,0,0,4,5,2,2,2,2,2, Fuzzers,1
175.45.176.0,41518,149.171.126.17,14384,tcp,FIN,0.669687,830,13910,62,252,2,6,http,8923.572266,155786.2188,10,16,255,255,4243163155,62110086,83,869,1,0,4011.752009,3689.702415,1421928329,1421928330,74.409667,41.607935,0.119771,0.044899,0.074872,0,1,1,0,0,1,1,2,2,1,1,1,Exploits,1
175.45.176.0,29378,149.171.126.10,3486256,udp,INT,0.000012,104,0,254,0,0,0,-,34666664,0,2,0,0,0,0,0,52,0,0,0,0,0,1421928330,1421928330,0.012,0,0,0,0,0,2,0,0,0,4,5,1,2,1,1,1, Fuzzers,1
175.45.176.0,32800,149.171.126.10,3486256,udp,INT,0.000007,104,0,254,0,0,0,-,59428572,0,2,0,0,0,0,0,52,0,0,0,0,0,1421928331,1421928331,0.007,0,0,0,0,0,2,0,0,0,4,5,1,1,1,1,1, Fuzzers,1
175.45.176.3,1643,149.171.126.12,3225401,tcp,FIN,2.621,136494,136520,254,252,55,56,-,413414.7188,413491.0313,130,130,255,255,4009643415,1062817679,1050,1050,0,0,1713.462375,1645.9866,1421928329,1421928331,20.31024,19.786395,0.106983,0.068545,0.038438,0,1,0,0,0,2,1,1,1,1,1,1, Fuzzers,1
175.45.176.3,20781,149.171.126.10,12851,tcp,FIN,2.145757,1124,702,254,252,4,5,-,3959.441895,2430.84375,18,14,255,255,1041770470,3237312491,62,50,0,0,6688.381592,191.771078,1421928329,1421928332,126.215588,158.165766,0.147366,0.089599,0.057767,0,1,0,0,0,2,5,1,1,1,1,1,Exploits,1
175.45.176.0,10227,149.171.126.10,3486256,udp,INT,0.000002,104,0,254,0,0,0,-,208000000,0,2,0,0,0,0,0,52,0,0,0,0,0,1421928332,1421928332,0.002,0,0,0,0,0,2,0,0,0,3,3,1,1,1,1,1, Fuzzers,1
175.45.176.0,57848,149.171.126.10,3486256,udp,INT,0.000004,104,0,254,0,0,0,-,104000000,0,2,0,0,0,0,0,52,0,0,0,0,0,1421928333,1421928333,0.004,0,0,0,0,0,2,0,0,0,3,3,1,1,1,1,1, Fuzzers,1
175.45.176.2,48498,149.171.126.12,12849,tcp,FIN,1.730018,1204,838,254,252,4,4,ftp,5169.888184,3556.032227,14,12,255,255,4254583674,1035968041,86,70,0,0,6659.705135,172.703953,1421928333,1421928335,129.290851,148.924266,0.158692,0.09184,0.066852,0,1,0,0,0,1,1,1,1,1,1,1,Exploits,1
175.45.176.0,29256,149.171.126.10,3486256,udp,INT,0.000002,104,0,254,0,0,0,-,208000000,0,2,0,0,0,0,0,52,0,0,0,0,0,1421928336,1421928336,0.002,0,0,0,0,0,2,0,0,0,3,3,1,1,1,1,1, Fuzzers,1
175.45.176.3,1315,149.171.126.12,3225401,tcp,FIN,4.583012,136692,136632,254,252,55,56,-,236825.9063,236694.9844,134,132,255,255,2583040197,78306444,1020,1035,0,0,2989.899399,2801.316943,1421928331,1421928336,34.458738,32.948855,0.208106,0.102047,0.106059,0,1,0,0,0,1,1,1,1,1,1,1, Fuzzers,1
175.45.176.3,63172,149.171.126.18,3223857,udp,INT,0.000001,168,0,254,0,0,0,-,672000000,0,2,0,0,0,0,0,84,0,0,0,0,0,1421928339,1421928339,0.001,0,0,0,0,0,2,0,0,0,1,1,1,1,1,1,1,Reconnaissance,1
175.45.176.3,63172,149.171.126.18,3223857,udp,INT,0.000001,168,0,254,0,0,0,-,672000000,0,2,0,0,0,0,0,84,0,0,0,0,0,1421928339,1421928339,0.001,0,0,0,0,0,2,0,0,0,1,1,1,1,1,1,1,Reconnaissance,1
175.45.176.3,2282,149.171.126.12,3225401,tcp,FIN,4.874555,136534,136474,254,252,53,54,-,222353.0156,222228.2813,130,128,255,255,967197481,3736973540,1050,1066,0,0,3039.151203,2979.271511,1421928336,1421928341,37.780588,37.435133,0.184971,0.120289,0.064682,0,1,0,0,0,2,1,1,1,1,1,1, Fuzzers,1
175.45.176.0,53346,149.171.126.17,3223857,udp,INT,0.000001,168,0,254,0,0,0,-,672000000,0,2,0,0,0,0,0,84,0,0,0,0,0,1421928341,1421928341,0.001,0,0,0,0,0,2,0,0,0,2,1,1,2,1,1,1,Reconnaissance,1
175.45.176.0,34979,149.171.126.10,3486256,udp,INT,0.000004,104,0,254,0,0,0,-,104000000,0,2,0,0,0,0,0,52,0,0,0,0,0,1421928341,1421928341,0.004,0,0,0,0,0,2,0,0,0,2,1,1,2,1,1,1, Fuzzers,1
175.45.176.3,20359,149.171.126.10,3224377,tcp,FIN,5.663817,2600,412456,62,252,1,153,-,3611.69873,580705.1875,60,310,255,255,1732828920,1056597289,43,1331,0,0,4576.886577,1957.804637,1421928336,1421928342,95.996897,18.05845,0.158923,0.0829,0.076023,0,1,0,0,0,2,4,1,1,1,1,1,Exploits,1
175.45.176.3,48365,149.171.126.12,12853,tcp,FIN,5.203118,19788,1780,62,252,13,8,smtp,29474.63477,2613.817383,32,22,255,255,3739024032,3965581436,618,81,0,0,16886.13479,596.66075,1421928338,1421928343,167.84252,244.130188,0.282713,0.075733,0.20698,0,1,0,0,0,1,1,1,1,1,1,1,Exploits,1
175.45.176.3,48365,149.171.126.12,12853,tcp,FIN,5.203118,19788,1780,62,252,13,8,smtp,29474.63477,2613.817383,32,22,255,255,3739024032,3965581436,618,81,0,0,16886.13479,596.66075,1421928338,1421928343,167.84252,244.130188,0.282713,0.075733,0.20698,0,1,0,0,0,1,1,1,1,1,1,1,Exploits,1
175.45.176.0,30062,149.171.126.10,3486256,udp,INT,0.000002,104,0,254,0,0,0,-,208000000,0,2,0,0,0,0,0,52,0,0,0,0,0,1421928343,1421928343,0.002,0,0,0,0,0,2,0,0,0,3,4,2,2,2,2,2, Fuzzers,1
175.45.176.0,30062,149.171.126.10,3486256,udp,INT,0.000002,104,0,254,0,0,0,-,208000000,0,2,0,0,0,0,0,52,0,0,0,0,0,1421928343,1421928343,0.002,0,0,0,0,0,2,0,0,0,3,4,2,2,2,2,2, Fuzzers,1
175.45.176.1,3794,149.171.126.16,842085424,udp,CON,0.151786,76,122,254,60,0,0,-,2002.819824,3215.052734,2,2,0,0,0,0,38,61,0,0,0,0,1421928345,1421928345,0.002,0.008,0,0,0,0,3,0,0,0,3,1,1,1,1,1,1,Backdoors,1
175.45.176.0,29549,149.171.126.10,3486256,udp,INT,0.000011,104,0,254,0,0,0,-,37818180,0,2,0,0,0,0,0,52,0,0,0,0,0,1421928345,1421928345,0.011,0,0,0,0,0,2,0,0,0,3,4,1,1,1,1,1, Fuzzers,1
175.45.176.0,29549,149.171.126.10,3486256,udp,INT,0.000011,104,0,254,0,0,0,-,37818180,0,2,0,0,0,0,0,52,0,0,0,0,0,1421928345,1421928345,0.011,0,0,0,0,0,2,0,0,0,3,3,1,1,1,1,1, Fuzzers,1
175.45.176.2,27551,149.171.126.19,959527217,tcp,FIN,5.683607,1492,734,254,252,3,2,-,1950.873779,947.285767,14,12,255,255,373554249,4057085475,107,61,0,0,32154.29319,995.76575,1421928339,1421928345,437.180067,509.565281,0.186805,0.078385,0.10842,0,1,0,0,0,1,1,1,1,1,1,1,Generic,1
175.45.176.0,32847,149.171.126.10,3486256,udp,INT,0.000001,104,0,254,0,0,0,-,416000000,0,2,0,0,0,0,0,52,0,0,0,0,0,1421928346,1421928346,0.001,0,0,0,0,0,2,0,0,0,3,3,1,1,1,1,1, Fuzzers,1
175.45.176.1,26587,149.171.126.14,12853,tcp,FIN,2.335013,94141,2330,62,252,42,8,smtp,318953.2813,7719.015137,90,30,255,255,4288645644,4087277054,1046,78,0,0,2191.669261,86.860008,1421928344,1421928347,26.236101,77.923516,0.148526,0.074565,0.073961,0,1,0,0,0,1,1,1,1,1,1,1,Exploits,1
175.45.176.0,32157,149.171.126.10,3486256,udp,INT,0.000004,104,0,254,0,0,0,-,104000000,0,2,0,0,0,0,0,52,0,0,0,0,0,1421928347,1421928347,0.004,0,0,0,0,0,2,0,0,0,3,3,1,1,1,1,1, Fuzzers,1
175.45.176.1,20811,149.171.126.13,3223856,tcp,FIN,1.781724,970,9696,62,252,7,10,pop3,4139.810547,41721.39063,20,24,255,255,3611367536,859624345,49,404,0,0,4684.34019,4342.394199,1421928346,1421928348,93.774947,74.45713,0.122036,0.068555,0.053481,0,1,0,0,0,1,1,1,1,1,1,1,Exploits,1
175.45.176.2,24032,149.171.126.14,2.16E+11,tcp,FIN,1.456649,68053,698,254,252,27,1,-,367523,3597.297852,60,16,255,255,2415760895,4224465926,1134,44,0,0,2508.350308,152.724844,1421928349,1421928350,24.672831,92.819398,0.132324,0.064351,0.067973,0,1,0,0,0,1,1,1,1,1,1,1,Generic,1
175.45.176.0,29343,149.171.126.10,3486256,udp,INT,0.000004,104,0,254,0,0,0,-,104000000,0,2,0,0,0,0,0,52,0,0,0,0,0,1421928351,1421928351,0.004,0,0,0,0,0,2,0,0,0,2,2,1,1,1,1,1, Fuzzers,1
175.45.176.1,64825,149.171.126.11,3551543,tcp,FIN,0.634338,2060,268,254,252,2,1,-,23381.85547,2824.992188,10,6,255,255,1886073536,4238558447,206,45,0,0,3292.133163,164.593531,1421928351,1421928352,65.426556,109.413602,0.189523,0.087266,0.102257,0,1,0,0,0,1,1,1,1,1,1,1,Generic,1
175.45.176.0,60737,149.171.126.10,3486256,udp,INT,0.000001,104,0,254,0,0,0,-,416000000,0,2,0,0,0,0,0,52,0,0,0,0,0,1421928353,1421928353,0.001,0,0,0,0,0,2,0,0,0,2,2,1,1,1,1,1, Fuzzers,1
175.45.176.3,59437,149.171.126.10,3223857,tcp,FIN,1.193862,564,268,254,252,2,1,-,3404.078613,1501.011108,10,6,255,255,3499563726,4028537278,56,45,0,0,7155.642195,368.579281,1421928352,1421928354,128.824111,211.679797,0.269963,0.135461,0.134502,0,1,0,0,0,2,5,2,2,1,1,1,Reconnaissance,1
175.45.176.3,11620,149.171.126.11,2.24E+11,udp,INT,0.000004,238,0,254,0,0,0,-,238000000,0,2,0,0,0,0,0,119,0,0,0,0,0,1421928354,1421928354,0.004,0,0,0,0,0,2,0,0,0,2,1,1,2,1,1,1,Shellcode,1
175.45.176.0,9124,149.171.126.10,3486256,udp,INT,0.000004,104,0,254,0,0,0,-,104000000,0,2,0,0,0,0,0,52,0,0,0,0,0,1421928354,1421928354,0.004,0,0,0,0,0,2,0,0,0,5,5,2,1,1,1,1, Fuzzers,1
175.45.176.0,38627,149.171.126.10,3486256,udp,INT,0.000011,104,0,254,0,0,0,-,37818180,0,2,0,0,0,0,0,52,0,0,0,0,0,1421928355,1421928355,0.011,0,0,0,0,0,2,0,0,0,5,5,1,1,1,1,1, Fuzzers,1
175.45.176.3,30447,149.171.126.10,12853,tcp,FIN,3.303849,68764,2042,62,252,32,8,smtp,164193.9531,4770.193848,72,28,255,255,1410479173,653223887,955,73,0,0,4131.811856,154.163312,1421928352,1421928356,46.52955,116.137555,0.247404,0.168124,0.07928,0,1,0,0,0,1,1,1,1,1,1,1,Exploits,1
175.45.176.0,60246,149.171.126.12,842018864,tcp,FIN,5.556524,746,650,254,252,3,3,-,997.746094,858.090454,14,12,255,255,2133437778,2023933727,53,54,0,0,30138.46984,846.160313,1421928351,1421928357,427.424913,496.824719,0.164801,0.091248,0.073553,0,1,0,0,0,5,1,2,3,1,1,1,Exploits,1
175.45.176.0,30073,149.171.126.10,3486256,udp,INT,0.000011,104,0,254,0,0,0,-,37818180,0,2,0,0,0,0,0,52,0,0,0,0,0,1421928357,1421928357,0.011,0,0,0,0,0,2,0,0,0,5,5,2,3,2,2,2, Fuzzers,1
175.45.176.0,30073,149.171.126.10,3486256,udp,INT,0.000011,104,0,254,0,0,0,-,37818180,0,2,0,0,0,0,0,52,0,0,0,0,0,1421928357,1421928357,0.011,0,0,0,0,0,2,0,0,0,5,5,2,3,2,2,2, Fuzzers,1
175.45.176.1,52498,149.171.126.12,14384,tcp,FIN,7.586427,4626,328508,62,252,8,120,http,4794.878906,345008.7813,58,246,255,255,1847697027,3433449638,80,1335,1,109,11168.62755,5721.723136,1421928350,1421928357,133.080708,30.595605,0.154292,0.090493,0.063799,0,1,1,0,0,1,1,2,1,1,1,1,Exploits,1
175.45.176.1,52430,149.171.126.12,13881,udp,INT,0.000006,2122,0,254,0,0,0,-,1414666624,0,2,0,0,0,0,0,1061,0,0,0,0,0,1421928359,1421928359,0.006,0,0,0,0,0,2,0,0,0,2,1,1,1,1,1,1,Generic,1
175.45.176.2,40164,149.171.126.10,14384,tcp,FIN,1.125711,944,354,254,252,2,1,http,6040.626953,2203.052246,10,8,255,255,1425620400,2222397382,94,44,0,0,6868.593189,315.940094,1421928358,1421928359,125.079,146.145422,0.198017,0.102022,0.095995,0,1,0,0,0,1,1,1,1,1,1,1,Exploits,1
175.45.176.0,29233,149.171.126.10,3486256,udp,INT,0.000007,104,0,254,0,0,0,-,59428572,0,2,0,0,0,0,0,52,0,0,0,0,0,1421928360,1421928360,0.007,0,0,0,0,0,2,0,0,0,3,3,2,2,2,2,2, Fuzzers,1
175.45.176.0,29233,149.171.126.10,3486256,udp,INT,0.000007,104,0,254,0,0,0,-,59428572,0,2,0,0,0,0,0,52,0,0,0,0,0,1421928360,1421928360,0.007,0,0,0,0,0,2,0,0,0,3,3,2,2,2,2,2, Fuzzers,1
175.45.176.0,13754,149.171.126.10,3486256,udp,INT,0.000002,104,0,254,0,0,0,-,208000000,0,2,0,0,0,0,0,52,0,0,0,0,0,1421928361,1421928361,0.002,0,0,0,0,0,2,0,0,0,3,3,1,1,1,1,1, Fuzzers,1
175.45.176.2,13752,149.171.126.14,12853,tcp,FIN,2.747892,2999,1668,62,252,8,8,smtp,8335.117188,4614.446289,22,20,255,255,2830501140,3315435978,136,83,0,0,8109.237283,234.962344,1421928358,1421928361,130.820375,139.619109,0.2122,0.095118,0.117082,0,1,0,0,0,1,1,1,1,1,1,1,Exploits,1
175.45.176.0,32312,149.171.126.10,3486256,udp,INT,0.000009,104,0,254,0,0,0,-,46222220,0,2,0,0,0,0,0,52,0,0,0,0,0,1421928362,1421928362,0.009,0,0,0,0,0,2,0,0,0,3,2,1,1,1,1,1, Fuzzers,1
175.45.176.0,33880,149.171.126.10,3486256,udp,INT,0.000002,104,0,254,0,0,0,-,208000000,0,2,0,0,0,0,0,52,0,0,0,0,0,1421928363,1421928363,0.002,0,0,0,0,0,2,0,0,0,3,2,1,1,1,1,1, Fuzzers,1
175.45.176.2,49518,149.171.126.12,14384,tcp,FIN,3.516572,3804,365427,62,252,5,136,http,8494.636719,828313.5,54,276,255,255,4243795045,2201448887,70,1324,0,0,3535.959688,1734.630162,1421928359,1421928363,66.332547,12.598902,0.108165,0.051863,0.056302,0,1,0,0,0,1,1,1,1,1,1,1,Exploits,1
175.45.176.2,63515,149.171.126.14,12853,tcp,FIN,3.031305,3035,1740,62,252,8,8,smtp,7677.221191,4383.590332,24,22,255,255,2859268080,3195732130,126,79,0,0,7072.898976,194.604562,1421928362,1421928365,131.79587,141.006141,0.165923,0.069507,0.096416,0,1,0,0,0,1,1,1,2,1,1,1,Exploits,1
175.45.176.2,9665,149.171.126.13,2.16E+11,udp,INT,0.000007,116,0,254,0,0,0,-,66285712,0,2,0,0,0,0,0,58,0,0,0,0,0,1421928365,1421928365,0.007,0,0,0,0,0,2,0,0,0,1,1,1,2,1,1,1,Shellcode,1
175.45.176.0,49537,149.171.126.18,942682680,tcp,FIN,1.323868,3160,354,254,252,2,1,-,17186.00391,1873.298462,10,8,255,255,480387829,532185207,316,44,0,0,8062.390661,330.203062,1421928365,1421928366,143.685222,172.831578,0.197595,0.114037,0.083558,0,1,0,0,0,3,1,1,1,1,1,1,Exploits,1
175.45.176.0,29694,149.171.126.10,3486256,udp,INT,0.000002,104,0,254,0,0,0,-,208000000,0,2,0,0,0,0,0,52,0,0,0,0,0,1421928366,1421928366,0.002,0,0,0,0,0,2,0,0,0,3,3,1,1,1,1,1, Fuzzers,1
175.45.176.2,17791,149.171.126.11,3486776,tcp,CON,59.909866,320116,16340,254,252,381,0,-,42690.39844,2176.202393,764,380,255,255,380768257,930012124,419,43,0,0,3795.374377,165.401891,1421928308,1421928367,78.596627,157.915641,0.072579,0.028824,0.043755,0,4,0,0,0,1,1,1,1,1,1,1,DoS,1
175.45.176.1,137,149.171.126.14,3224375,udp,REQ,57.641228,21240,0,254,0,0,0,dns,2915.135742,0,90,0,0,0,0,0,236,0,0,0,913.02525,0,1421928311,1421928368,654.299813,0,0,0,0,0,6,0,0,0,1,1,1,1,1,1,1, Fuzzers,1
175.45.176.0,32926,149.171.126.10,3486256,udp,INT,0.000002,104,0,254,0,0,0,-,208000000,0,2,0,0,0,0,0,52,0,0,0,0,0,1421928368,1421928368,0.002,0,0,0,0,0,2,0,0,0,3,3,1,1,1,1,1, Fuzzers,1
175.45.176.0,29354,149.171.126.10,3486256,udp,INT,0.000002,104,0,254,0,0,0,-,208000000,0,2,0,0,0,0,0,52,0,0,0,0,0,1421928369,1421928369,0.002,0,0,0,0,0,2,0,0,0,3,3,1,2,1,1,1, Fuzzers,1
175.45.176.0,51737,149.171.126.15,14384,tcp,FIN,0.675807,810,4304,62,252,2,3,http,8629.682617,45859.24609,10,10,255,255,2660286319,898253109,81,430,1,1699,3936.607436,3903.801622,1421928369,1421928369,75.077667,66.808556,0.156331,0.074528,0.081803,0,1,1,0,0,1,1,1,2,1,1,1,Exploits,1
175.45.176.2,64096,149.171.126.19,12853,tcp,FIN,2.860009,8230,1856,62,252,9,8,smtp,22064.26563,4934.250488,24,20,255,255,3602843427,3569369863,343,93,0,0,7209.78749,189.137953,1421928366,1421928369,124.34822,142.460047,0.188146,0.11215,0.075996,0,1,0,0,0,1,1,1,1,1,1,1,Exploits,1
175.45.176.2,64096,149.171.126.19,12853,tcp,FIN,2.860009,8230,1856,62,252,9,8,smtp,22064.26563,4934.250488,24,20,255,255,3602843427,3569369863,343,93,0,0,7209.78749,189.137953,1421928366,1421928369,124.34822,142.460047,0.188146,0.11215,0.075996,0,1,0,0,0,1,1,1,1,1,1,1,Exploits,1
175.45.176.2,64096,149.171.126.19,12853,tcp,FIN,2.860009,8230,1856,62,252,9,8,smtp,22064.26563,4934.250488,24,20,255,255,3602843427,3569369863,343,93,0,0,7209.78749,189.137953,1421928366,1421928369,124.34822,142.460047,0.188146,0.11215,0.075996,0,1,0,0,0,1,1,1,1,1,1,1,Exploits,1
175.45.176.3,26796,149.171.126.13,3223856,tcp,FIN,3.408617,1048,31051,62,252,7,18,pop3,2349.339844,71055.21094,22,40,255,255,4046401237,632518523,48,776,0,0,8680.939207,6168.250231,1421928369,1421928372,162.312089,85.553587,0.190912,0.072025,0.118887,0,1,0,0,0,1,1,1,1,1,1,1,Exploits,1
175.45.176.2,23535,149.171.126.17,14384,tcp,FIN,36.591019,18660,3566898,62,252,2,1331,http,4070.28833,779549.125,426,2668,255,255,1754512668,1280815340,44,1337,0,0,5382.970251,2073.248349,1421928336,1421928373,86.096556,13.680391,0.231332,0.105066,0.126266,0,1,0,0,0,1,2,3,1,1,1,1,Exploits,1
175.45.176.3,61714,149.171.126.17,14384,tcp,FIN,1.494501,946,354,254,252,2,1,http,4560.719727,1659.416748,10,8,255,255,2452167865,2389858480,95,44,0,0,9455.052906,280.252187,1421928371,1421928373,163.856667,192.404578,0.278366,0.147665,0.130701,0,1,0,0,0,1,2,3,1,1,1,1,Exploits,1
175.45.176.3,2703,149.171.126.17,3223857,tcp,FIN,1.101814,564,354,254,252,2,1,-,3688.462646,2250.833496,10,8,255,255,2253485775,833291280,56,44,0,0,7097.840603,193.105672,1421928373,1421928374,116.147778,135.182719,0.224955,0.155524,0.069431,0,1,0,0,0,1,2,1,1,1,1,1,Reconnaissance,1
175.45.176.1,50068,149.171.126.19,2.16E+11,tcp,FIN,13.154288,502,354,254,252,2,1,-,274.891357,188.531677,10,8,255,255,3755704156,362448875,50,44,0,0,107007.4347,3271.90025,1421928361,1421928374,1461.587556,1873.13025,0.121404,0.041701,0.079703,0,1,0,0,0,2,1,1,1,1,1,1,Shellcode,1
175.45.176.0,29882,149.171.126.10,3486256,udp,INT,0.00001,104,0,254,0,0,0,-,41600000,0,2,0,0,0,0,0,52,0,0,0,0,0,1421928375,1421928375,0.01,0,0,0,0,0,2,0,0,0,2,2,1,1,1,1,1, Fuzzers,1
175.45.176.2,4706,149.171.126.13,14384,tcp,FIN,0.674345,822,13010,62,252,2,5,http,8778.888672,144697.4375,10,16,255,255,1126085330,170718307,82,813,1,0,3707.509821,3577.963005,1421928374,1421928375,74.927222,39.633799,0.162822,0.072213,0.090609,0,1,1,0,0,2,1,1,1,1,1,1,DoS,1
175.45.176.2,7370,149.171.126.15,14384,tcp,FIN,0.559527,998,268,254,252,2,1,http,12853.71484,3202.705322,10,6,255,255,3482499340,3327490875,100,45,1,0,3074.596743,134.312906,1421928376,1421928376,62.057889,91.756797,0.20272,0.100738,0.101982,0,1,1,0,0,2,1,1,1,1,1,1,Exploits,1
175.45.176.3,58611,149.171.126.12,14384,tcp,FIN,1.843747,874,1754,62,252,2,2,http,3414.785156,6851.265137,10,10,255,255,2770160238,83835920,87,175,0,0,12368.53499,322.521531,1421928374,1421928376,204.860778,194.435438,0.241562,0.09316,0.148402,0,1,0,0,0,1,1,1,1,1,1,1,Exploits,1
175.45.176.0,32183,149.171.126.10,3486256,udp,INT,0.000011,104,0,254,0,0,0,-,37818180,0,2,0,0,0,0,0,52,0,0,0,0,0,1421928377,1421928377,0.011,0,0,0,0,0,2,0,0,0,2,2,1,1,1,1,1, Fuzzers,1
175.45.176.0,37094,149.171.126.13,12853,tcp,FIN,3.478965,41188,2002,62,252,21,8,smtp,92740.22656,4412.806641,48,24,255,255,4167523314,3113630489,858,83,0,0,6448.939522,235.873938,1421928375,1421928378,74.020532,146.924266,0.143089,0.073321,0.069768,0,1,0,0,0,1,1,1,1,1,1,1,Exploits,1
175.45.176.0,20328,149.171.126.13,14384,tcp,FIN,1.665538,2066,3882,62,252,3,3,http,9217.442383,17094.77734,14,12,255,255,3479726730,3534593945,148,324,1,848,8230.985934,221.55,1421928377,1421928378,128.118308,142.966359,0.188983,0.092616,0.096367,0,1,1,0,0,1,1,1,1,1,1,1,Generic,1
175.45.176.3,5683,149.171.126.12,12849,tcp,FIN,26.776861,1452,1866,62,252,7,9,ftp,418.570343,537.777771,28,28,255,255,2266786606,2030800651,52,67,0,0,121051.7372,3792.77525,1421928353,1421928380,991.724676,985.7695,0.270125,0.161054,0.109071,0,1,0,0,0,1,1,2,2,1,1,2,Exploits,1
175.45.176.3,5683,149.171.126.12,12849,tcp,FIN,26.776861,1452,1866,62,252,7,9,ftp,418.570343,537.777771,28,28,255,255,2266786606,2030800651,52,67,0,0,121051.7372,3792.77525,1421928353,1421928380,991.724676,985.7695,0.270125,0.161054,0.109071,0,1,0,0,0,1,1,2,2,1,1,2,Exploits,1
175.45.176.0,35906,149.171.126.10,3486256,udp,INT,0.000011,104,0,254,0,0,0,-,37818180,0,2,0,0,0,0,0,52,0,0,0,0,0,1421928380,1421928380,0.011,0,0,0,0,0,2,0,0,0,1,1,1,1,1,1,1, Fuzzers,1
